Tipo,Temp_Aire,Temp_Proceso,Velocidad,Torque,Desgaste,Fallo,Tipo_Fallo,Indice_Esfuerzo_Mecanico,Gasto_Excesivo
L,302.6,311.9,1354,48.0,67,0,No Failure,64992.0,True
L,302.6,311.9,1598,35.5,69,0,No Failure,56729.0,False
M,302.7,312.0,1944,21.4,71,0,No Failure,41601.6,False
M,302.7,312.0,1538,36.7,74,0,No Failure,56444.600000000006,False
L,302.7,312.0,1501,37.0,77,0,No Failure,55537.0,False
L,302.8,312.1,1441,52.1,79,0,No Failure,75076.1,True
M,302.7,312.0,1652,31.0,81,0,No Failure,51212.0,False
L,302.8,312.1,1487,36.6,84,0,No Failure,54424.200000000004,False
L,302.9,312.2,1605,33.9,86,0,No Failure,54409.5,False
L,302.9,312.1,1334,54.7,88,0,No Failure,72969.8,True
L,302.9,312.2,1340,57.8,90,0,No Failure,77452.0,True
L,302.9,312.2,1513,37.8,92,0,No Failure,57191.399999999994,False
L,302.9,312.2,1510,41.4,94,0,No Failure,62514.0,True
L,302.9,312.2,1729,23.6,96,0,No Failure,40804.4,False
M,302.9,312.2,1745,25.5,98,0,No Failure,44497.5,False
M,303.1,312.3,1623,31.6,101,0,No Failure,51286.8,False
M,303.1,312.4,1378,50.1,104,0,No Failure,69037.8,True
L,303.1,312.4,1407,41.2,107,0,No Failure,57968.4,False
M,303.0,312.3,1674,29.5,109,0,No Failure,49383.0,False
L,303.0,312.3,1486,42.4,112,0,No Failure,63006.4,True
M,303.0,312.3,1483,38.8,114,0,No Failure,57540.399999999994,False
H,303.0,312.2,1624,28.8,117,0,No Failure,46771.200000000004,False
M,303.0,312.2,1257,71.3,122,1,Power Failure,89624.09999999999,True
L,303.0,312.3,1480,41.4,125,0,No Failure,61272.0,True
L,303.1,312.4,1404,61.5,127,1,Power Failure,86346.0,True
M,303.0,312.4,1645,29.6,129,0,No Failure,48692.0,False
L,303.0,312.3,1932,21.9,132,0,No Failure,42310.799999999996,False
L,303.0,312.3,1533,38.5,134,0,No Failure,59020.5,False
M,302.9,312.2,1292,54.4,136,0,No Failure,70284.8,True
L,302.9,312.2,1571,40.6,139,0,No Failure,63782.600000000006,True
L,302.9,312.3,1578,36.3,141,0,No Failure,57281.399999999994,False
M,302.8,312.2,1469,36.9,143,0,No Failure,54206.1,False
L,302.7,312.1,1728,24.4,146,0,No Failure,42163.2,False
H,302.7,312.1,1603,32.5,148,0,No Failure,52097.5,False
L,302.7,312.1,1597,39.8,153,0,No Failure,63560.6,True
L,302.7,312.1,1688,32.0,155,0,No Failure,54016.0,False
L,302.7,312.2,1405,51.4,157,0,No Failure,72217.0,True
M,302.8,312.2,1615,32.9,159,0,No Failure,53133.5,False
L,302.8,312.2,1515,36.8,162,0,No Failure,55751.99999999999,False
L,302.7,312.2,1376,52.8,164,0,No Failure,72652.8,True
L,302.7,312.2,1447,47.5,166,0,No Failure,68732.5,True
M,302.6,312.2,1353,56.5,168,0,No Failure,76444.5,True
L,302.6,312.1,1502,47.3,171,0,No Failure,71044.59999999999,True
L,302.6,312.0,1447,45.5,173,0,No Failure,65838.5,True
M,302.5,312.0,1487,46.1,175,0,No Failure,68550.7,True
L,302.6,312.1,1519,38.1,178,0,No Failure,57873.9,False
L,302.6,312.1,1668,28.7,180,0,Random Failures,47871.6,False
L,302.6,312.1,1420,51.6,182,0,No Failure,73272.0,True
L,302.6,312.1,1473,37.3,184,0,No Failure,54942.899999999994,False
L,302.5,312.0,1495,38.8,186,0,No Failure,58005.99999999999,False
L,302.5,312.0,1574,42.0,188,0,No Failure,66108.0,True
L,302.5,312.0,1383,51.3,190,0,No Failure,70947.9,True
M,302.5,312.0,1591,29.4,192,0,No Failure,46775.399999999994,False
M,302.4,311.8,1644,37.2,195,0,No Failure,61156.8,True
H,302.5,311.8,2370,14.7,198,0,No Failure,34839.0,False
L,302.5,311.9,1401,44.9,203,0,No Failure,62904.9,True
M,302.5,311.9,1414,51.6,205,0,No Failure,72962.40000000001,True
L,302.5,312.0,1456,46.3,208,0,No Failure,67412.8,True
M,302.5,312.0,1447,45.7,210,0,No Failure,66127.90000000001,True
L,302.4,311.8,1727,26.5,213,0,No Failure,45765.5,False
L,302.4,311.7,1495,36.8,215,0,No Failure,55015.99999999999,False
L,302.3,311.6,1544,34.3,0,0,No Failure,52959.2,False
L,302.3,311.5,1387,47.3,2,0,No Failure,65605.09999999999,True
M,302.3,311.5,1316,47.2,4,0,No Failure,62115.200000000004,True
L,302.3,311.5,1794,26.1,7,0,No Failure,46823.4,False
M,302.2,311.4,1372,55.1,9,0,No Failure,75597.2,True
M,302.3,311.5,1674,30.0,12,0,No Failure,50220.0,False
L,302.2,311.4,1477,41.7,15,0,No Failure,61590.9,True
L,302.2,311.4,1397,53.0,17,0,No Failure,74041.0,True
L,302.2,311.5,1616,34.0,19,0,No Failure,54944.0,False
M,302.3,311.5,1530,42.3,21,0,No Failure,64718.99999999999,True
M,302.2,311.4,1539,35.1,24,0,No Failure,54018.9,False
L,302.3,311.4,1845,21.9,27,0,No Failure,40405.5,False
L,302.2,311.4,1430,43.1,29,0,No Failure,61633.0,True
L,302.2,311.4,2080,19.2,31,0,No Failure,39936.0,False
M,302.2,311.4,1432,45.3,33,0,No Failure,64869.6,True
M,302.2,311.5,1479,39.5,36,0,No Failure,58420.5,False
L,302.2,311.5,1424,45.2,39,0,No Failure,64364.8,True
H,302.2,311.6,1534,37.2,41,0,No Failure,57064.8,False
H,302.1,311.6,1701,26.2,46,0,No Failure,44566.2,False
L,302.2,311.6,1462,50.0,51,0,No Failure,73100.0,True
M,302.2,311.7,1393,42.5,53,0,No Failure,59202.5,False
M,302.3,311.7,1453,42.5,56,0,No Failure,61752.5,True
L,302.3,311.8,1565,37.8,59,0,No Failure,59156.99999999999,False
L,302.3,311.8,1281,51.7,61,0,No Failure,66227.7,True
M,302.2,311.7,1584,36.2,63,0,No Failure,57340.8,False
M,302.2,311.7,1466,49.0,66,0,No Failure,71834.0,True
M,302.2,311.6,1386,50.5,69,0,No Failure,69993.0,True
L,302.2,311.6,1383,44.3,72,0,No Failure,61266.899999999994,True
H,302.3,311.6,1441,53.9,74,0,No Failure,77669.9,True
M,302.2,311.6,1592,37.7,79,0,No Failure,60018.4,True
H,302.2,311.6,1594,36.8,82,0,No Failure,58659.2,False
L,302.2,311.5,1482,45.6,87,0,No Failure,67579.2,True
L,302.2,311.6,1658,31.4,89,0,No Failure,52061.2,False
L,302.3,311.7,2170,18.2,91,0,No Failure,39494.0,False
M,302.3,311.7,1423,44.6,93,0,No Failure,63465.8,True
L,302.4,311.8,1543,31.1,96,0,No Failure,47987.3,False
L,302.3,311.8,1435,44.8,98,0,No Failure,64287.99999999999,True
L,302.4,311.8,1320,56.4,100,0,No Failure,74448.0,True
M,302.4,311.9,1313,55.7,102,0,No Failure,73134.1,True
M,302.4,311.8,1453,42.1,105,0,No Failure,61171.3,True
L,302.4,311.8,1508,45.7,108,0,No Failure,68915.6,True
L,302.4,311.8,1451,42.0,110,0,No Failure,60942.0,True
H,302.5,311.9,1595,34.6,112,0,No Failure,55187.0,False
L,302.5,311.9,1354,49.4,117,0,No Failure,66887.59999999999,True
L,302.5,311.9,1265,59.8,119,0,No Failure,75647.0,True
L,302.4,311.9,1867,25.9,121,0,No Failure,48355.299999999996,False
L,302.5,311.9,1497,41.6,123,0,No Failure,62275.200000000004,True
M,302.5,311.9,1347,54.3,125,0,No Failure,73142.09999999999,True
L,302.3,311.7,1544,43.2,128,0,No Failure,66700.8,True
H,302.3,311.7,1456,45.4,130,0,No Failure,66102.4,True
L,302.5,311.8,1335,52.7,135,0,No Failure,70354.5,True
L,302.4,311.9,1452,43.1,137,0,No Failure,62581.200000000004,True
L,302.4,311.9,1290,70.0,139,1,Power Failure,90300.0,True
L,302.4,311.8,1448,43.4,141,0,No Failure,62843.2,True
L,302.3,311.7,1611,38.6,143,0,No Failure,62184.600000000006,True
L,302.2,311.7,1556,38.6,145,0,No Failure,60061.600000000006,True
H,302.2,311.7,1413,46.5,147,0,No Failure,65704.5,True
L,302.2,311.6,1545,35.9,152,0,No Failure,55465.5,False
L,302.2,311.7,1330,54.6,154,0,No Failure,72618.0,True
L,302.2,311.9,1596,38.0,156,0,No Failure,60648.0,True
L,302.2,311.8,1618,36.0,158,0,No Failure,58248.0,False
H,302.2,311.9,1597,35.8,160,0,No Failure,57172.6,False
L,302.3,312.0,1354,52.2,165,0,No Failure,70678.8,True
L,302.3,312.0,1746,28.1,167,0,No Failure,49062.600000000006,False
L,302.4,312.0,1621,32.5,169,0,No Failure,52682.5,False
L,302.3,312.0,1398,43.3,171,0,No Failure,60533.399999999994,True
L,302.3,311.9,1434,51.9,173,0,No Failure,74424.59999999999,True
M,302.3,311.8,1443,43.4,175,0,No Failure,62626.2,True
L,302.2,311.7,1488,44.6,178,0,No Failure,66364.8,True
M,302.3,311.8,1475,48.0,180,0,No Failure,70800.0,True
L,302.3,311.8,1433,50.3,183,0,No Failure,72079.9,True
M,302.3,311.8,1557,34.1,185,0,No Failure,53093.700000000004,False
M,302.4,311.9,1398,50.1,188,0,No Failure,70039.8,True
M,302.3,311.8,1559,34.4,191,0,No Failure,53629.6,False
M,302.4,311.9,1422,46.4,194,0,No Failure,65980.8,True
M,302.3,311.8,1463,35.7,197,0,No Failure,52229.100000000006,False
L,302.3,311.7,1793,25.3,200,0,No Failure,45362.9,False
L,302.2,311.6,1872,20.4,202,0,No Failure,38188.799999999996,False
L,302.2,311.7,1412,44.5,204,0,No Failure,62834.0,True
L,302.3,311.8,1487,43.2,206,0,No Failure,64238.4,True
L,302.3,311.8,1369,56.2,208,1,Overstrain Failure,76937.8,True
L,302.4,311.8,1673,30.1,210,0,No Failure,50357.3,False
M,302.4,311.9,1439,36.6,212,0,No Failure,52667.4,False
L,302.3,311.8,1574,42.8,215,0,No Failure,67367.2,True
L,302.3,311.7,1281,48.8,0,0,No Failure,62512.799999999996,True
M,302.2,311.7,1653,31.4,2,0,No Failure,51904.2,False
M,302.3,311.7,1535,38.3,5,0,No Failure,58790.49999999999,False
M,302.3,311.7,1483,40.5,8,0,No Failure,60061.5,True
L,302.3,311.7,1414,47.0,11,0,No Failure,66458.0,True
M,302.2,311.6,1379,42.9,13,0,No Failure,59159.1,False
H,302.2,311.5,1482,42.6,16,0,No Failure,63133.200000000004,True
L,302.1,311.5,1987,20.1,21,0,No Failure,39938.700000000004,False
M,302.1,311.5,1635,31.6,23,0,No Failure,51666.0,False
L,302.1,311.5,1533,39.4,26,0,No Failure,60400.2,True
M,302.2,311.7,1576,34.0,28,0,No Failure,53584.0,False
H,302.2,311.8,1330,62.4,31,0,No Failure,82992.0,True
L,302.2,311.8,1981,21.8,36,0,No Failure,43185.8,False
H,302.3,311.8,1475,42.8,38,0,No Failure,63129.99999999999,True
H,302.3,311.8,1804,25.0,43,0,No Failure,45100.0,False
L,302.2,311.6,1416,54.1,48,0,No Failure,76605.6,True
L,302.1,311.5,1727,27.7,50,0,No Failure,47837.9,False
L,302.1,311.4,1391,49.2,52,0,No Failure,68437.2,True
M,302.0,311.5,1366,52.3,54,0,No Failure,71441.8,True
L,301.9,311.3,1366,55.6,57,0,No Failure,75949.6,True
L,301.9,311.3,1501,40.8,59,0,No Failure,61240.799999999996,True
L,301.8,311.3,1551,35.8,61,0,No Failure,55525.799999999996,False
M,301.9,311.3,1522,35.6,63,0,No Failure,54183.200000000004,False
L,301.9,311.2,1369,49.8,66,0,No Failure,68176.2,True
L,301.8,311.2,1334,52.3,68,0,No Failure,69768.2,True
H,301.8,311.2,1451,39.4,70,0,No Failure,57169.4,False
L,301.7,311.2,1589,37.9,75,0,No Failure,60223.1,True
L,301.7,311.3,1708,30.5,77,0,No Failure,52094.0,False
M,301.7,311.2,1413,42.6,79,0,No Failure,60193.8,True
M,301.6,311.2,1415,46.5,82,0,No Failure,65797.5,True
L,301.7,311.3,1421,45.9,85,0,No Failure,65223.9,True
L,301.7,311.3,1348,51.0,87,0,No Failure,68748.0,True
L,301.6,311.2,1408,42.9,89,0,No Failure,60403.2,True
L,301.6,311.2,1525,43.7,91,0,No Failure,66642.5,True
L,301.6,311.3,1706,29.9,93,0,No Failure,51009.399999999994,False
H,301.6,311.2,1395,46.8,95,0,No Failure,65285.99999999999,True
L,301.5,311.1,1602,34.3,100,0,No Failure,54948.6,False
L,301.6,311.1,1907,21.5,102,0,No Failure,41000.5,False
L,301.6,311.1,1325,49.2,104,0,No Failure,65190.00000000001,True
L,301.6,311.1,1408,44.4,106,0,No Failure,62515.2,True
M,301.7,311.1,1489,41.4,108,0,No Failure,61644.6,True
L,301.6,311.1,1680,29.2,111,0,No Failure,49056.0,False
L,301.7,311.2,1517,42.4,113,0,No Failure,64320.799999999996,True
M,301.7,311.1,1618,36.7,115,0,No Failure,59380.600000000006,False
L,301.7,311.1,1455,39.8,118,0,No Failure,57908.99999999999,False
H,301.8,311.1,1543,36.4,120,0,No Failure,56165.2,False
M,301.8,311.1,1399,41.8,125,0,No Failure,58478.2,False
L,301.7,311.1,1469,37.2,128,0,No Failure,54646.8,False
L,301.7,311.2,1521,36.7,130,0,No Failure,55820.700000000004,False
L,301.7,311.3,1584,38.8,132,0,No Failure,61459.2,True
L,301.8,311.5,1443,43.3,134,0,No Failure,62481.899999999994,True
M,301.8,311.5,1416,49.0,136,0,No Failure,69384.0,True
M,301.7,311.2,1563,34.5,139,0,No Failure,53923.5,False
M,301.8,311.3,1542,40.1,142,0,No Failure,61834.200000000004,True
M,301.8,311.3,1624,31.6,145,0,No Failure,51318.4,False
L,301.8,311.3,1471,44.2,148,0,No Failure,65018.200000000004,True
M,301.9,311.5,1492,40.8,150,0,No Failure,60873.6,True
M,301.9,311.4,1465,39.9,153,0,No Failure,58453.5,False
L,301.7,311.1,1399,55.1,156,0,No Failure,77084.90000000001,True
L,301.6,311.0,1431,42.6,158,0,No Failure,60960.6,True
L,301.5,310.9,1600,39.0,160,0,No Failure,62400.0,True
L,301.5,310.8,1593,34.5,162,0,No Failure,54958.5,False
L,301.5,310.9,1469,44.7,164,0,No Failure,65664.3,True
L,301.5,310.8,1413,44.6,166,0,No Failure,63019.8,True
L,301.4,310.8,1490,38.0,168,0,No Failure,56620.0,False
L,301.5,310.9,1671,31.1,170,0,No Failure,51968.100000000006,False
L,301.5,310.9,1365,46.5,172,0,No Failure,63472.5,True
M,301.4,310.9,1557,39.3,174,0,No Failure,61190.1,True
L,301.4,310.9,1440,45.4,177,0,No Failure,65376.0,True
M,301.4,310.9,1489,38.9,179,0,No Failure,57922.1,False
L,301.4,311.0,1733,25.7,182,0,No Failure,44538.1,False
H,301.3,311.0,1580,36.6,184,0,No Failure,57828.0,False
L,301.3,311.0,1856,21.9,189,0,No Failure,40646.399999999994,False
L,301.3,311.1,1454,40.3,191,0,No Failure,58596.2,False
L,301.4,311.1,1495,36.3,193,0,No Failure,54268.49999999999,False
L,301.2,311.0,1761,29.1,195,0,No Failure,51245.100000000006,False
M,301.3,311.0,1402,47.5,197,0,No Failure,66595.0,True
L,301.2,311.0,1670,33.0,200,0,No Failure,55110.0,False
L,301.3,311.0,1582,35.6,202,0,No Failure,56319.200000000004,False
L,301.3,311.0,1542,35.1,204,0,No Failure,54124.200000000004,False
L,301.3,311.0,1539,36.9,206,0,No Failure,56789.1,False
L,301.3,311.0,1418,41.9,208,0,No Failure,59414.2,False
L,301.3,311.1,1723,27.6,210,0,No Failure,47554.8,False
L,301.3,311.1,1303,49.2,212,0,No Failure,64107.600000000006,True
M,301.3,311.0,1463,50.2,214,0,No Failure,73442.6,True
L,301.2,311.0,1544,39.3,217,0,No Failure,60679.2,True
L,301.2,311.0,1596,37.2,219,0,No Failure,59371.200000000004,False
L,301.3,311.1,1413,42.0,221,0,No Failure,59346.0,False
M,301.3,311.1,1492,41.2,223,0,No Failure,61470.4,True
L,301.3,311.1,1624,40.9,0,0,No Failure,66421.59999999999,True
L,301.3,311.1,1504,39.1,2,0,No Failure,58806.4,False
M,301.2,311.1,1574,34.3,4,0,No Failure,53988.2,False
M,301.3,311.2,1438,42.4,7,0,No Failure,60971.2,True
L,301.3,311.3,1474,50.7,10,0,No Failure,74731.8,True
L,301.3,311.2,1675,32.1,12,0,No Failure,53767.5,False
L,301.3,311.2,1457,44.5,14,0,No Failure,64836.5,True
L,301.3,311.3,1434,49.8,16,0,No Failure,71413.2,True
L,301.3,311.2,1668,30.1,18,0,No Failure,50206.8,False
L,301.2,311.1,1550,39.7,20,0,No Failure,61535.00000000001,True
M,301.3,311.1,1834,25.4,22,0,No Failure,46583.6,False
M,301.4,311.2,1476,36.5,25,0,No Failure,53874.0,False
M,301.4,311.2,1541,36.3,28,0,No Failure,55938.299999999996,False
M,301.3,311.1,1581,30.9,31,0,No Failure,48852.899999999994,False
M,301.3,311.1,1678,30.7,34,0,No Failure,51514.6,False
L,301.4,311.2,1355,50.6,37,0,No Failure,68563.0,True
L,301.5,311.2,1700,28.8,39,0,No Failure,48960.0,False
L,301.4,311.1,1462,37.1,41,0,No Failure,54240.200000000004,False
M,301.4,311.2,1727,26.5,43,0,No Failure,45765.5,False
L,301.4,311.3,1674,33.3,46,0,No Failure,55744.2,False
L,301.4,311.3,1397,42.3,48,0,No Failure,59093.1,False
L,301.4,311.3,2323,15.9,50,0,No Failure,36935.700000000004,False
M,301.4,311.2,1434,47.6,52,0,No Failure,68258.40000000001,True
L,301.3,311.1,1560,35.3,55,0,No Failure,55067.99999999999,False
L,301.2,311.0,1573,32.8,57,0,No Failure,51594.399999999994,False
H,301.2,310.9,1798,22.3,59,0,No Failure,40095.4,False
L,301.2,311.0,1567,35.1,64,0,No Failure,55001.700000000004,False
L,301.2,310.9,1416,53.3,66,0,No Failure,75472.8,True
M,301.2,310.9,1424,45.2,68,0,No Failure,64364.8,True
H,301.2,310.9,1598,35.9,71,0,No Failure,57368.2,False
L,301.3,310.9,1760,23.9,76,0,No Failure,42064.0,False
L,301.3,311.0,1348,44.5,78,0,No Failure,59986.0,True
L,301.3,311.0,1542,33.6,80,0,No Failure,51811.200000000004,False
L,301.3,310.9,1566,33.1,82,0,No Failure,51834.600000000006,False
L,301.3,311.0,1554,47.7,84,0,No Failure,74125.8,True
L,301.4,311.0,1470,40.6,86,0,No Failure,59682.0,False
M,301.4,311.1,1758,25.4,88,0,No Failure,44653.2,False
M,301.4,311.0,1486,36.5,91,0,No Failure,54239.0,False
M,301.5,311.1,1402,40.0,94,0,No Failure,56080.0,False
L,301.5,311.1,1459,45.1,97,0,No Failure,65800.90000000001,True
L,301.5,311.0,1494,45.3,99,0,No Failure,67678.2,True
L,301.5,311.1,1731,27.9,101,0,No Failure,48294.899999999994,False
L,301.5,311.1,2076,18.7,103,0,No Failure,38821.2,False
L,301.5,311.1,2055,16.8,105,0,No Failure,34524.0,False
L,301.5,311.1,1469,49.5,107,0,No Failure,72715.5,True
M,301.5,311.0,1504,42.6,109,0,No Failure,64070.4,True
M,301.5,311.1,1396,43.5,112,0,No Failure,60726.0,True
M,301.5,311.1,1660,33.8,115,0,No Failure,56107.99999999999,False
M,301.5,311.0,1577,39.7,118,0,No Failure,62606.9,True
L,301.5,311.1,1426,52.1,121,0,No Failure,74294.6,True
L,301.5,311.1,1458,41.4,123,0,No Failure,60361.2,True
L,301.4,311.0,1533,45.8,125,0,No Failure,70211.4,True
L,301.4,311.0,1701,28.4,127,0,No Failure,48308.399999999994,False
L,301.5,311.1,1434,49.6,129,0,No Failure,71126.40000000001,True
L,301.4,311.1,1952,22.7,131,0,No Failure,44310.4,False
L,301.4,311.1,1469,36.9,133,0,No Failure,54206.1,False
L,301.4,311.1,1800,26.0,135,0,No Failure,46800.0,False
M,301.3,311.1,1438,43.0,137,0,No Failure,61834.0,True
L,301.3,311.1,1647,28.2,140,0,No Failure,46445.4,False
L,301.4,311.1,1494,41.9,142,0,No Failure,62598.6,True
H,301.4,311.1,1445,41.4,144,0,No Failure,59823.0,False
M,301.5,311.1,1507,38.6,149,0,No Failure,58170.200000000004,False
M,301.4,311.0,1234,55.8,152,0,No Failure,68857.2,True
L,301.4,311.0,1634,32.6,155,0,No Failure,53268.4,False
L,301.4,311.0,1334,53.3,157,0,No Failure,71102.2,True
L,301.4,311.1,1472,44.5,159,0,No Failure,65504.0,True
M,301.3,311.0,1410,52.7,161,0,No Failure,74307.0,True
L,301.2,310.9,1597,37.9,164,0,No Failure,60526.299999999996,True
M,301.2,310.9,1460,46.7,166,0,No Failure,68182.0,True
L,301.1,310.8,1274,55.7,169,0,No Failure,70961.8,True
M,301.0,310.7,1517,40.2,171,0,No Failure,60983.4,True
L,301.0,310.7,1300,57.2,174,0,No Failure,74360.0,True
H,300.9,310.6,1686,27.7,176,0,No Failure,46702.2,False
M,300.9,310.7,1485,41.0,181,0,No Failure,60885.0,True
L,301.0,310.7,1464,45.8,184,0,No Failure,67051.2,True
L,300.9,310.6,1598,35.4,186,0,No Failure,56569.2,False
L,300.9,310.5,1894,21.9,188,0,No Failure,41478.6,False
M,300.8,310.5,1330,59.0,190,0,No Failure,78470.0,True
H,300.8,310.5,1582,31.1,193,0,No Failure,49200.200000000004,False
L,300.7,310.3,1533,35.6,198,0,No Failure,54574.8,False
H,300.8,310.4,1419,46.4,200,0,No Failure,65841.59999999999,True
M,300.8,310.3,1526,36.3,205,0,No Failure,55393.799999999996,False
H,300.7,310.2,1364,65.3,208,1,Power Failure,89069.2,True
M,300.8,310.3,1458,43.4,0,0,No Failure,63277.2,True
M,300.8,310.4,1288,64.0,3,0,No Failure,82432.0,True
M,300.7,310.3,1659,29.8,6,0,No Failure,49438.200000000004,False
H,300.7,310.2,1479,52.3,9,0,No Failure,77351.7,True
L,300.7,310.3,1592,36.0,14,0,No Failure,57312.0,False
M,300.6,310.2,1532,38.7,16,0,No Failure,59288.4,False
L,300.6,310.2,1555,41.9,19,0,No Failure,65154.5,True
L,300.6,310.2,1341,52.6,21,0,No Failure,70536.6,True
L,300.6,310.1,1541,42.0,23,0,No Failure,64722.0,True
L,300.6,310.3,1414,50.6,25,0,No Failure,71548.40000000001,True
L,300.5,310.2,1764,25.9,27,0,No Failure,45687.6,False
L,300.5,310.3,1336,57.1,29,0,No Failure,76285.6,True
L,300.5,310.3,1435,43.3,31,0,No Failure,62135.49999999999,True
M,300.4,310.3,1537,35.0,33,0,No Failure,53795.0,False
L,300.3,310.2,1369,48.8,36,0,No Failure,66807.2,True
M,300.2,310.1,1619,31.3,38,0,No Failure,50674.700000000004,False
L,300.2,310.1,1440,51.1,41,0,No Failure,73584.0,True
L,300.2,310.1,1649,30.5,43,0,No Failure,50294.5,False
M,300.2,310.1,1550,38.7,45,0,No Failure,59985.00000000001,True
L,300.3,310.2,1471,45.2,48,0,No Failure,66489.2,True
L,300.3,310.3,1483,51.6,50,0,No Failure,76522.8,True
L,300.3,310.4,1336,54.4,52,0,No Failure,72678.4,True
L,300.5,310.5,1515,36.6,54,0,No Failure,55449.0,False
L,300.5,310.5,1373,47.4,56,0,No Failure,65080.2,True
H,300.6,310.5,1454,51.2,58,0,No Failure,74444.8,True
L,300.5,310.5,1646,34.5,63,0,No Failure,56787.0,False
M,300.5,310.4,1548,37.3,65,0,No Failure,57740.399999999994,False
M,300.6,310.5,1462,41.3,68,0,No Failure,60380.6,True
L,300.5,310.4,1702,33.1,71,0,No Failure,56336.200000000004,False
L,300.5,310.5,1409,60.9,73,0,No Failure,85808.09999999999,True
M,300.6,310.6,1427,52.8,75,0,No Failure,75345.59999999999,True
L,300.6,310.7,1438,48.5,78,1,No Failure,69743.0,True
L,300.7,310.7,1450,43.4,80,0,No Failure,62930.0,True
L,300.7,310.7,1541,41.3,82,0,No Failure,63643.299999999996,True
M,300.7,310.6,1484,38.0,84,0,No Failure,56392.0,False
M,300.8,310.8,1415,44.5,87,0,No Failure,62967.5,True
L,300.7,310.8,1496,46.4,90,0,No Failure,69414.4,True
M,300.7,310.8,1465,45.2,92,0,No Failure,66218.0,True
L,300.7,310.8,2113,18.5,95,0,No Failure,39090.5,False
M,300.7,310.8,1506,44.0,97,0,No Failure,66264.0,True
L,300.7,310.8,1689,28.9,100,0,No Failure,48812.1,False
L,300.7,310.9,1650,29.4,102,0,No Failure,48510.0,False
L,300.7,310.8,1563,33.8,104,0,No Failure,52829.399999999994,False
M,300.7,310.9,1486,38.9,106,0,No Failure,57805.4,False
L,300.8,310.9,1732,25.7,109,0,No Failure,44512.4,False
L,300.7,310.8,1653,31.6,111,0,No Failure,52234.8,False
L,300.7,310.9,1535,37.1,113,0,No Failure,56948.5,False
L,300.7,310.9,1637,37.2,115,0,No Failure,60896.4,True
L,300.6,310.8,1533,38.5,117,0,No Failure,59020.5,False
L,300.6,310.8,1378,51.2,119,0,No Failure,70553.6,True
L,300.5,310.7,1606,33.5,121,0,No Failure,53801.0,False
L,300.3,310.7,1539,32.3,123,0,No Failure,49709.7,False
L,300.5,310.8,1728,26.3,125,0,No Failure,45446.4,False
H,300.4,310.7,1656,36.3,127,0,No Failure,60112.799999999996,True
H,300.5,310.8,1631,30.5,132,0,No Failure,49745.5,False
H,300.5,310.9,1447,46.5,137,0,No Failure,67285.5,True
L,300.4,310.8,1396,49.3,142,0,No Failure,68822.8,True
L,300.4,310.8,1390,52.5,144,0,No Failure,72975.0,True
L,300.4,310.8,1348,56.0,146,0,No Failure,75488.0,True
M,300.4,310.8,1491,35.9,148,0,No Failure,53526.9,False
L,300.4,310.8,1520,37.6,151,0,No Failure,57152.0,False
L,300.5,310.8,1509,33.0,153,0,No Failure,49797.0,False
L,300.5,310.8,1445,46.6,155,0,No Failure,67337.0,True
L,300.5,310.8,1354,51.8,157,0,No Failure,70137.2,True
L,300.5,310.7,1488,39.4,159,0,No Failure,58627.2,False
H,300.5,310.7,1654,28.6,161,0,No Failure,47304.4,False
H,300.5,310.6,1378,51.5,166,0,No Failure,70967.0,True
L,300.6,310.7,1750,30.6,171,0,No Failure,53550.0,False
L,300.5,310.6,1448,46.3,173,0,No Failure,67042.4,True
H,300.6,310.7,1501,45.3,175,0,No Failure,67995.3,True
M,300.6,310.7,1654,32.0,180,0,No Failure,52928.0,False
M,300.7,310.7,1347,46.5,183,0,No Failure,62635.5,True
L,300.7,310.8,1486,37.1,186,0,No Failure,55130.6,False
H,300.8,310.8,1466,45.2,188,0,No Failure,66263.2,True
H,300.7,310.8,1346,52.0,193,0,No Failure,69992.0,True
L,300.7,310.7,1314,42.4,198,0,No Failure,55713.6,False
L,300.6,310.7,1440,52.5,200,0,No Failure,75600.0,True
L,300.7,310.8,1608,39.5,202,0,No Failure,63516.0,True
H,300.7,310.8,1296,58.2,204,0,No Failure,75427.2,True
L,300.7,310.7,1507,46.1,209,0,No Failure,69472.7,True
M,300.7,310.7,1343,51.6,211,0,No Failure,69298.8,True
L,300.7,310.7,1416,40.4,214,0,No Failure,57206.4,False
L,300.7,310.6,1288,47.2,216,0,No Failure,60793.600000000006,True
M,300.7,310.6,1407,42.4,218,0,No Failure,59656.799999999996,False
L,300.6,310.4,1608,39.2,221,0,No Failure,63033.600000000006,True
L,300.6,310.3,1920,22.3,223,0,No Failure,42816.0,False
M,300.5,310.2,1386,48.2,225,0,No Failure,66805.2,True
M,300.5,310.2,1571,34.6,228,0,No Failure,54356.600000000006,False
M,300.4,310.2,1613,36.9,231,0,No Failure,59519.7,False
M,300.4,310.2,1671,30.5,234,1,Tool Wear Failure,50965.5,False
H,300.4,310.2,1431,43.2,0,0,No Failure,61819.200000000004,True
M,300.4,310.2,1380,47.3,5,0,No Failure,65273.99999999999,True
L,300.5,310.3,1683,31.5,8,0,No Failure,53014.5,False
L,300.4,310.2,1529,36.2,10,0,No Failure,55349.8,False
